DGREM_Mean,SegSites,Grantham_mean_Position,Grantham_sd_Position,Grantham_sk_Position,Grantham_ku_Position
-0.12062333333333335,246,907323.0668896321,1380429.465940949,2.8057060635443527,12.692568944339726
-0.028909999999999998,289,1737375.2173913044,1697735.0009456745,1.5393299474615312,5.437626505346465
-0.12723333333333334,275,1338211.331103679,1767051.377646945,2.3854885739493623,9.179642422132646
-0.11962333333333335,267,1164128.0735785954,1617090.4715523901,2.742444391148151,12.204770925023796
-0.037003333333333326,288,1821425.9598662208,1800867.8214163154,1.5776849307450131,5.792595465759919
-0.049243333333333326,280,1592795.8260869565,1819166.3819979248,1.7544998367755626,6.026822595412874
-0.1890933333333333,155,367923.9665551839,1004313.8843332614,4.911613593438409,31.27947031859584
-0.09912000000000001,260,1097077.9464882943,1499285.7331814722,2.3181518835094286,8.938791615641271
-0.17502666666666666,177,435913.03010033444,1024381.1418859904,4.269394246744347,24.676154441594655
-0.05023666666666667,290,1775814.0836120402,1765917.8211887206,1.5999152866138633,5.582267295167792
-0.053993333333333345,290,1765431.8862876254,1766599.0852324648,1.617631423261524,5.629151959502542
-0.01996666666666667,291,1636752.635451505,1493213.942136129,1.6768871322202934,6.304343587422644
-0.11206000000000002,265,1043749.0769230769,1388814.9055788782,2.3121893274589644,8.858740895304049
-0.06451666666666665,286,1448971.4280936455,1546042.384385111,1.921911785088213,7.145814383440598
-0.08432666666666667,278,1279883.35451505,1344350.5695456653,1.8412241975505204,6.873615531737539
-0.11025666666666664,265,921287.016722408,1192964.0948811618,2.6112992950961758,13.454643968950151
-0.18986,174,347156.2474916388,684453.7374846359,3.240313553775287,15.864029869655669
-0.1950366666666666,97,209239.91973244149,759181.879693785,8.20519710219893,91.171256707574
-0.2077866666666667,73,117597.04682274247,575356.4188281444,12.1981373049134,179.79283310877702
-0.13720333333333334,234,685416.6153846154,1029808.9395502979,2.8161698390518706,14.111359062782507
-0.019153333333333338,287,1538631.3076923077,1712319.1315033287,1.7334631027040228,5.909052753712383
-0.11453333333333335,257,1080017.8996655517,1390170.1583118518,2.3279071939527882,10.154609650677966
-0.030440000000000002,296,1972301.6321070234,1824931.6911445917,1.7216586614807878,6.427508738770605
-0.12455333333333335,270,1190818.3244147156,1635653.9826053074,2.642712231757825,11.194180279166035
-0.04678000000000001,281,1546402.1003344483,1658653.3781000276,1.5956319138436905,5.594622515681361
-0.14294666666666664,190,598899.7826086957,1140278.7006230252,3.2542035768160327,15.724993046001453
-0.15296333333333337,222,781100.1371237459,1412066.5404525665,3.2136223737728224,14.71735296082776
-0.08782999999999998,280,1378152.4113712374,1623937.6708411537,1.9655870052514295,7.347398789416111
-0.06393,276,1322070.1672240803,1614760.534782944,2.0452914142885046,7.605807219108658
-0.04572333333333333,286,1625084.4080267558,1856731.0659924531,1.869567156604478,6.199480657973623
-0.057100000000000005,290,1772773.5150501672,1768868.247151865,1.5858539443411919,5.522013433014192
-0.19408666666666666,147,363554.0066889632,911808.1832237435,4.605281012712687,30.675652518596078
