DGREM_Mean,DGREM_sd,SegSites,Grantham_mean_Position,Grantham_sd_Position,Grantham_sk_Position,Grantham_ku_Position
0.25999230769230774,0.01592793466096916,27,67519.6049382716,200178.78416794096,4.861837297897154,29.572243802859422
0.2592,0.011776530332261144,38,121839.5925925926,284864.3303125008,3.450365349926356,15.661415047364763
0.2529230769230769,0.02753119908534539,77,354107.0864197531,417912.763401563,1.7794885631603323,5.704546438726726
0.24889230769230772,0.011327066517745704,59,188249.6913580247,237218.43674885688,1.906404276702998,8.470675627271017
0.24475384615384616,0.02774276528468324,64,189634.97530864197,241469.52056864998,1.381761445882064,4.042630086382187
0.2793538461538462,0.014101868397758227,54,120583.50617283951,182066.26626033266,1.6911907614175592,4.677461654836864
0.272523076923077,0.010347556381915651,5,6555.555555555556,30515.440066778243,5.32534664503484,32.27949415129692
0.2571461538461538,0.021886739340851096,73,286316.83950617287,350414.2118566574,2.1423006825741573,8.214390260969193
0.2557153846153847,0.029497283664597723,77,344275.9012345679,414999.5716931481,1.8412605489753462,5.97996905606467
0.2761076923076923,0.02254179309410491,73,299033.1111111111,353661.670742247,1.9818524426857245,7.613717325015767
0.2698384615384616,0.007324108416903996,22,60068.641975308645,173009.68392901449,3.6476362230321366,16.096501236579922
0.2633615384615384,0.03030056485891362,69,211382.8148148148,232741.7767166277,0.9604630441690151,2.6843756734289532
0.2173384615384615,0.03224149858131956,78,379391.64197530865,330695.7919705732,1.3816069987562556,5.206041897225876
0.2750538461538462,0.019959985612244963,76,348459.77777777775,372911.9878215398,1.6600356023901646,5.839574872252821
0.25187692307692305,0.01574336653145031,64,221000.03703703705,255850.64404647998,1.0370692387124727,3.0673515600288983
0.23632307692307689,0.04210605961628631,78,352570.86419753084,378564.5378261476,1.4549605857036374,4.757611702481555
0.2741692307692307,0.037853035646990156,49,108442.02469135802,175476.81600656503,1.9602243250314093,6.326999038924936
0.25818461538461535,0.02441197950985835,64,187934.80246913582,260367.91948286857,1.7828416113226608,6.153335627290338
0.2690846153846154,0.00842643124874011,23,60715.9012345679,170899.25252721444,3.5999023785181277,15.759502509883863
0.23837692307692307,0.04100481991681291,78,365273.3209876543,398493.5220044695,1.527144603458716,4.926122385616979
0.2522384615384615,0.015070364874013415,64,216099.43209876542,254932.45894210893,1.0949841523950343,3.1860597170156484
0.27605384615384615,0.01533061291363435,76,339406.56790123455,367331.87140852923,1.7016173453434598,6.135016566876318
0.27166153846153845,0.01888043689737866,32,66562.74074074074,183944.25556645068,5.38145113045676,37.44844019976588
0.23969999999999997,0.03926474245426806,78,360829.3209876543,400139.00731179013,1.5347676486299018,4.91874659338083
0.26126153846153843,0.01663928776828795,22,34167.97530864197,103247.97997031234,4.433804767801059,23.736452491611985
0.2823615384615385,0.018375506272460384,75,346650.3827160494,376011.77035660116,1.6192442261835778,5.69570441795797
0.28617692307692305,0.013837759563729598,76,353090.43209876545,385657.5578360261,1.4986489201888884,5.0988922661577245
0.25390769230769233,0.033843326805010884,19,33598.83950617284,113206.77370557885,5.32753529993392,35.11359771895031
0.2701076923076923,0.007603558546108691,23,60380.12345679013,172923.94817114223,3.648077140341696,16.101984122604925
0.28302307692307693,0.029403773959764474,76,328846.9135802469,396561.71883455553,1.9556061041016801,6.867510170513564
0.2597307692307692,0.01952282359254524,69,242475.54320987655,293635.39506308344,1.8461329334869614,7.247747844738146
0.2585769230769231,0.010709898369122048,71,274136.9012345679,343606.2715372689,2.24453013264177,8.909058275255333
0.24517692307692307,0.026521976857132215,64,217473.74074074073,261367.23801204294,1.112297339018983,3.134469391764823
0.2541769230769231,0.01911980447276915,68,222762.01234567902,288737.16909855796,2.25136293857334,9.664516566320632
0.23727692307692308,0.036278279861972365,69,235581.32098765433,253601.67139335242,1.8344757956541644,8.99178671192375
0.26921538461538463,0.03232802824572526,67,214655.53086419753,252896.64636964738,1.6627835327285516,6.854066441003831
0.21569999999999998,0.03177378374278602,78,372381.14814814815,323148.8957455344,1.5073212680219552,5.747880628377331
0.24936923076923082,0.012022713546684924,59,188845.44444444444,237626.42239463632,1.8926404490775535,8.396934609737862
0.23119230769230772,0.03428088538185825,70,226527.9135802469,213954.12679941164,0.6553912421811915,2.3383014838904796
0.26464615384615386,0.026396894242335132,77,344985.02469135803,392879.3308363826,1.8644321978066198,6.528307677428558
0.2617384615384616,0.02071177356245873,61,175429.16049382716,237476.39488607142,1.813384526879582,7.0958863480675225
0.26595384615384615,0.029769940526886488,56,150093.01234567902,259595.7190563959,2.4994289594386916,9.948998860474353
0.26618461538461535,0.03343072055644444,56,146833.8765432099,255551.8085664139,2.5126741402042874,10.258619083051183
0.25075384615384616,0.03451856059630856,69,258506.1234567901,290013.47898072476,1.7521111407607401,7.157226742407213
0.21553846153846154,0.03470659251644511,78,341914.55555555556,294049.65288111824,1.7105352043013673,7.198218825099348
0.2536692307692308,0.03315685913491065,52,126938.43209876544,195260.1581849035,1.7974585030055517,5.608778003251686
0.23354615384615388,0.04029755193938823,78,364206.962962963,393180.4336100522,1.4254172688519477,4.546504495617925
0.2893230769230769,0.019645277373377127,76,342176.5925925926,384321.8365136236,1.5663802508797984,5.320946722582056
0.27139230769230777,0.024491306673268827,74,307214.962962963,353874.7991532307,1.936886539035349,7.424912634657611
0.2679615384615385,0.025581521275507266,21,29950.14814814815,89967.39283709398,4.930799288944865,31.23922803423318
0.2574923076923077,0.012676057584968434,27,57610.27160493827,179109.58836428873,5.855534093493559,42.516993476184346
0.27179230769230767,0.013570584704822745,65,218011.59259259258,308308.00497821794,2.3593933385606864,9.956767159079135
0.27824615384615387,0.0228917967615991,67,207965.43209876542,251098.30542396856,1.7424359482207608,7.2003561524170046
0.27707692307692305,0.03126430749396064,76,325487.6172839506,369291.10013039876,1.7465296974765203,6.227870527054976
0.2574923076923077,0.012676057584968434,27,57610.27160493827,179109.58836428873,5.855534093493559,42.516993476184346
0.25914615384615386,0.023815177771910338,20,24641.975308641977,84254.01192982437,5.86444731331308,41.29248359160982
0.2826,0.03130308823955446,67,224027.13580246913,266862.43217913195,1.5107520614108452,5.93336392617424
0.24634615384615385,0.02327683452793841,77,325306.4197530864,384861.3018112479,2.0764501747405033,7.413816544512279
0.21655384615384612,0.04142379781769201,78,354962.55555555556,326751.7693546889,1.6173866701549502,6.1520930649307655
0.26874615384615386,0.016153359577531418,32,66474.44444444444,187352.93335926457,5.218008027517511,35.16101139197308
0.2679615384615385,0.025581521275507266,21,29950.14814814815,89967.39283709398,4.930799288944865,31.23922803423318
0.25387692307692306,0.028471422919779114,77,344234.4691358025,414035.5325951629,1.8300984431486986,5.939244823885358
0.21346923076923077,0.037447638657539424,78,352937.56790123455,325928.7537150116,1.6426285967925336,6.249654986579606
0.2838923076923077,0.01513051340495212,67,219004.45679012345,269782.40006986744,1.5984232446573219,6.019980646540427
0.265923076923077,0.010249240121927218,5,7148.962962962963,39436.50353132749,7.232154397384763,58.06513417776117
0.23876153846153853,0.03217627330973187,78,338241.1728395062,389790.1940532482,1.8089301423724988,6.09672722483064
0.27179230769230767,0.013570584704822745,65,218011.59259259258,308308.00497821794,2.3593933385606864,9.956767159079135
0.26382307692307694,0.012318154207385258,64,222531.9012345679,297156.0802377877,1.9122273781059362,7.54474456940805
0.2691461538461539,0.006461245414600205,4,2716.5925925925926,16850.173999012062,7.639317241582575,63.46500820777205
0.24689999999999998,0.014600970287393003,71,269070.6296296296,342589.35761267843,2.3043093947873374,9.147821941752948
0.23479230769230763,0.041679940449782744,78,345711.0740740741,376979.86738229764,1.5156707266533653,4.936887972615132
0.23119230769230772,0.03428088538185825,70,226527.9135802469,213954.12679941164,0.6553912421811915,2.3383014838904796
0.23468461538461538,0.03980523094087522,78,366336.1234567901,394512.5346090275,1.4014576732181607,4.460942580409389
0.24587692307692308,0.030855257624543064,77,322747.60493827163,386581.3997687005,2.0607484829857987,7.341805546517979
