DGREM_Mean,SegSites,Grantham_mean_Position,Grantham_sd_Position,Grantham_sk_Position,Grantham_ku_Position
0.07239999999999999,170,1323976.0116959065,1039853.0965561672,1.2524954334268903,4.47750474986138
-0.12845652173913044,84,222316.66666666666,469072.84838260064,2.818103088388096,11.2940524635765
-0.03910869565217392,167,1038005.6315789474,888685.949777344,1.6515788980428352,6.875504302417041
-0.06926086956521739,168,1035910.5789473684,920242.8412140555,1.6581166198708641,6.595030291864413
0.1499739130434783,171,1449322.081871345,971051.6305684848,1.5418921509868089,6.019973702343047
-0.12554782608695653,157,830465.3625730994,867509.5264578216,1.8355868782557774,7.663022481032688
-0.07733478260869565,150,696369.3976608188,767379.8974325989,1.5626658094018357,5.7104530939974
0.1471478260869565,171,1716481.1695906434,1031084.3515168277,0.8904716782663794,3.5476020167419193
-0.1456304347826087,141,519857.49707602337,763891.3463175165,2.601750773175009,11.057779493739853
0.09208260869565218,171,1443966.707602339,971695.1834561195,0.7582847029177838,2.9948866465103783
-0.02972173913043478,168,972378.6140350878,787115.633823761,1.2008824173525485,4.347885170705057
0.1109391304347826,171,1640546.0584795321,1086286.09678252,0.8530507155821557,3.292152188052717
0.08328260869565217,171,1621773.538011696,1124716.364812583,1.0209332270733402,3.615558488081055
0.00807826086956522,167,1261878.596491228,1187360.9193520062,1.439562540019185,4.716408972658875
0.004730434782608696,169,1380554.1286549708,1155476.7234349467,1.4669007715220335,5.435108992006937
-0.15973913043478263,105,352370.0584795322,657813.7964829903,2.9079982913315767,12.44362510344443
0.07129130434782607,170,997949.1520467836,823598.6120416946,1.5397173448549988,5.808542967841985
-0.09851304347826087,161,467869.09941520466,627015.0969502381,3.5205528650136664,20.541971491080247
-0.10996956521739128,155,750861.7368421053,935156.2061077827,2.4684600067586566,10.488741945401543
0.1246695652173913,171,1707394.7426900584,1134663.6283898614,1.3093014335136608,5.307519290585788
-0.04354347826086958,153,835853.9649122807,848311.0774443293,1.4474579957994789,5.359906244586188
-0.09808695652173914,155,696814.0292397661,725208.7427532648,1.7569907757279668,8.20877479811862
0.1542695652173913,170,1689799.2807017544,1224899.931626455,1.1688090730595042,4.117836983445985
0.05035652173913044,171,1249284.380116959,975121.9622425475,1.1764351520895917,4.531019013575556
-0.2192695652173913,37,63167.257309941524,287785.54273268406,7.825233221792361,72.59758312078587
-0.0347304347826087,166,1010274.7719298246,924119.4906891023,1.7482902294001041,7.401204817272742
-0.11439999999999999,138,513019.61988304096,717584.9202615733,2.2940495918532386,9.447439861223653
-0.09883913043478258,156,642094.5614035088,630319.8392987507,1.4085191977800504,5.2030124255899635
-0.06761739130434784,157,807992.7251461989,834071.0581568374,1.437617333135134,5.2179336358062605
0.001278260869565218,170,1302261.0701754387,1006384.067540216,1.4432928040561734,6.055412281636568
-0.06110434782608696,156,968923.9649122807,1025113.988476808,1.6578958575712928,6.2359400263156655
0.20374347826086955,171,2192428.4269005847,1110375.0094439534,0.7575309552690608,3.11204105221515
0.08354347826086958,171,1626776.0467836258,1107150.274582087,0.9922863803319038,3.6714867545385332
-0.1072304347826087,133,572861.6257309942,816012.1860727137,2.5922512967499225,12.483262061230255
0.06340434782608695,170,1705223.1812865497,1118414.3731325946,1.1071148083039923,4.302568380218001
0.00727391304347826,168,1204862.403508772,942133.0661773361,1.0840674328157363,4.542356154735446
-0.13947826086956522,149,694514.4385964912,793092.4082507186,2.304655534595201,11.088837425354985
0.07687826086956522,169,1211809.292397661,982195.7660239569,1.271225819569061,4.393108778742816
-0.032973913043478256,156,907892.6959064327,1050600.3828133442,1.866693617278539,7.239928556758973
-0.2281304347826087,23,73658.65497076024,273810.90447846253,4.64965780046107,25.61396831296171
0.016460869565217393,171,1251109.0058479533,907059.9291690736,1.5915691381736083,6.964401812677274
-0.23163478260869563,8,13026.982456140351,93635.15337706807,9.97582210855367,112.76986153179254
-0.07087391304347826,160,1092744.245614035,1042536.3146676222,1.3384710277994218,4.535011705988891
-0.008852173913043476,168,1196637.105263158,929976.794762163,1.037733955386866,4.094043040614524
0.1903,171,1453691.0994152047,1099520.459098806,1.423859489741477,5.385659155913539
-0.0635391304347826,165,918028.9590643275,883731.3791758175,1.7623799292264364,6.862266905105401
-0.09648260869565217,163,957532.0292397661,964414.9879654036,1.6084329516769373,5.926853412190196
-0.14467826086956523,131,488661.783625731,748140.4107269155,3.2346860824471193,17.982943038073426
0.014926086956521742,170,1486009.538011696,1047324.840393961,1.0907626470276912,4.0163350442935855
-0.09935652173913044,156,614426.8187134503,801064.3290237974,2.648160197472478,12.123540048407795
0.0870391304347826,167,1125715.6608187135,949822.2862708073,1.6527406282667079,6.935524903742422
-0.22269999999999998,60,160890.88304093567,513415.0899532987,5.871915066249554,44.059578847405355
0.13593043478260872,171,1736320.7660818712,1108118.8481787757,1.2686999827304546,4.651822965493438
0.012834782608695652,171,1507778.8245614036,1122625.453564768,1.1361789515569305,4.614744237667982
0.17293913043478262,171,1831352.0526315789,1138610.0297188163,1.0544322942570534,3.7674113227385955
-0.16539565217391303,120,380129.83040935674,664971.0451582844,2.8585471615430893,12.640107396363884
0.08099565217391304,169,1575824.9298245613,1013331.3594954958,0.754728648207048,3.2716325063258456
-0.06920000000000001,168,1059539.4561403508,896886.643050601,1.4542401996501606,5.7132519731661064
-0.021100000000000004,148,871615.3918128655,966587.3692842952,1.4622273429067776,4.947350254952515
0.20119130434782614,171,1263173.5029239766,834476.5165695084,1.8537731296937516,8.590624246248408
-0.053800000000000014,168,1156588.8538011697,1013125.4719048404,1.5138156039270698,5.818593681057128
0.06,171,1586957.4561403508,1195930.9926459393,1.2460537597038854,4.19008077853014
0.15377826086956523,170,1840365.7192982456,1125720.1689452338,0.9156143077711971,3.672693900111144
-0.12706086956521742,117,336198.90643274854,670918.131776397,3.687757787011844,18.599362379025155
-0.11366956521739134,139,261333.8304093567,392695.2842852332,2.5564521342069426,10.766477800162445
-0.036926086956521734,169,1243139.3391812865,1111157.8771862823,1.668961098011125,6.968364378872715
-0.16623913043478264,64,239534.3216374269,554777.6126737385,3.537590475089194,18.372783839449646
0.03487826086956521,170,1314891.3918128654,958851.637393723,1.3475732058631675,5.648432668374982
0.030382608695652184,170,1446980.6549707602,1056937.4593826435,1.1168074222106241,4.264700053816905
0.05794782608695652,167,890272.7719298246,762152.156511043,1.5140485060572215,6.728232931780278
0.02594347826086957,162,1200732.081871345,1153722.2932356661,1.4388078219980422,4.782548423359567
0.08638695652173914,170,1833602.1286549708,1090124.2231197401,1.129747083437649,4.568182891839466
-0.0008434782608695656,170,1418069.2339181288,1192586.2330031414,1.471334215041331,5.687527685957958
-0.002391304347826087,156,1014802.5204678363,1118607.518200333,1.6904313896684071,5.82150308494164
0.03290869565217391,165,1146612.6900584796,1088740.0049734204,1.293750285942148,4.365237929355228
0.08390434782608697,171,1600421.2514619883,1079971.6884078726,1.1437838090697934,4.7982583771923615
-0.035417391304347824,169,1071721.596491228,835668.7787867808,1.2295425058339804,5.1148894961440075
